省份,品种名称,亲本来源,类型,原产地,审定编号,审定方,审定序号,母本,审定公司
湖南,顺优1208,顺1A×R1208,籼型三系杂交稻,湖南鑫盛华丰种业科技有限公司,湘审稻20190059,湘审稻,20190059,顺1A,湖南鑫盛华丰种业科技有限公司
湖南,益优701,益丰A×R505,籼型三系杂交稻,湖南阳明种业有限公司,湘审稻2011041,湘审稻,2011041,益丰A,湖南阳明种业有限公司
湖南,康两优911,康58S×创恢911,籼型两系杂交稻,湖南袁创超级稻技术有限公司,湘审稻20200046,湘审稻,20200046,康58S,湖南袁创超级稻技术有限公司
湖南,莉优1221,莉丰A×R1221,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20206034,湘审稻,20206034,莉丰A,袁隆平农业高科技股份有限公司
湖南,穗湘丝苗,美香占2号×穗香98,籼型常规稻,湖南湘穗种业有限责任公司,湘审稻20220047,湘审稻,20220047,美香占2号,湖南湘穗种业有限责任公司
湖南,朝优华占,朝1A×华占,籼型三系杂交稻,湖南省水稻研究所等,湘审稻20210010,湘审稻,20210010,朝1A,湖南省水稻研究所
湖南,广泰优25,广泰A×HH25,籼型三系杂交稻,湖南神农大丰种业科技有限责任公司等,湘审稻20243013,湘审稻,20243013,广泰A,湖南神农大丰种业科技有限责任公司
湖南,焱两优华占,焱S×华占,籼型两系杂交稻,湖南兴隆种业有限公司等,湘审稻20220018,湘审稻,20220018,焱S,湖南兴隆种业有限公司
湖南,悦两优2945,华悦468S×华恢2945,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20216007,湘审稻,20216007,华悦468S,袁隆平农业高科技股份有限公司
湖南,裕两优18,裕S×湘恢18,籼型两系杂交稻,湖南科裕隆种业有限公司,湘审稻20200029,湘审稻,20200029,裕S,湖南科裕隆种业有限公司
湖南,兴两优16,兴11S×R66,籼型两系杂交稻,湖南兴亚种业科技有限公司,湘审稻20170016,湘审稻,20170016,兴11S,湖南兴亚种业科技有限公司
湖南,浙两优166,浙397S×Z16-6,籼型两系杂交稻,湖南佳和种业股份有限公司等,湘审稻20200045,湘审稻,20200045,浙397S,湖南佳和种业股份有限公司
湖南,深优5105,深95A×华恢1054,籼型三系杂交稻,湖南亚华种业科学研究院,湘审稻2014016,湘审稻,2014016,深95A,湖南亚华种业科学研究院
湖南,星2号,茉莉香105×湘晚籼13号,籼型常规稻,湖南金健种业有限责任公司,湘审稻2011021,湘审稻,2011021,茉莉香105,湖南金健种业有限责任公司
湖南,T优H505,T98A×H505,籼型三系杂交稻,衡阳市农业科学研究所等,湘审稻2011040,湘审稻,2011040,T98A,衡阳市农业科学研究所
湖南,Y两优2号,Y58S×远恢2号,籼型两系杂交稻,湖南杂交水稻研究中心,湘审稻2011020,湘审稻,2011020,Y58S,湖南杂交水稻研究中心
湖南,民两优1314,民丰520S×R1314,籼型两系杂交稻,怀化职业技术学院等,湘审稻20180007,湘审稻,20180007,民丰520S,怀化职业技术学院
湖南,吉优421,吉丰A×R421,籼型三系杂交稻,湖南北大荒种业科技有限责任公司等,湘审稻20190003,湘审稻,20190003,吉丰A,湖南北大荒种业科技有限责任公司
湖南,垦优1683,垦丰A×R1683,籼型三系杂交稻,湖南北大荒种业科技有限责任公司,湘审稻20190002,湘审稻,20190002,垦丰A,湖南北大荒种业科技有限责任公司
湖南,檀优耘刚占,檀湘A×耘刚占,籼型三系杂交稻,湖南兴隆种业有限公司等,湘审稻20243012,湘审稻,20243012,檀湘A,湖南兴隆种业有限公司
湖南,香禾优5293,香禾A×香丝5293,籼型三系杂交稻,湖南优至种业有限公司等,湘审稻20230040,湘审稻,20230040,香禾A,湖南优至种业有限公司
湖南,隆晶优2636,隆晶4302A×华恢2636,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20206033,湘审稻,20206033,隆晶4302A,袁隆平农业高科技股份有限公司
湖南,润君优656,润君A×P656,籼型三系杂交稻,湖南鑫盛华丰种业科技有限公司等,湘审稻20210009,湘审稻,20210009,润君A,湖南鑫盛华丰种业科技有限公司
湖南,隆两优195,隆科638S×华恢195,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20170015,湘审稻,20170015,隆科638S,袁隆平农业高科技股份有限公司
湖南,Y两优646,Y58S×F646,籼型两系杂交稻,长沙金垦科技发展有限公司等,湘审稻2011019,湘审稻,2011019,Y58S,长沙金垦科技发展有限公司
湖南,桔两优京贵占,桔182S×京贵占,籼型两系杂交稻,江西先农种业有限公司,湘审稻20220046,湘审稻,20220046,桔182S,江西先农种业有限公司
湖南,两优205,创5S×R205,籼型两系杂交稻,袁氏种业高科技有限公司,湘审稻20200028,湘审稻,20200028,创5S,袁氏种业高科技有限公司
湖南,03优华占,03A×华占,籼型三系杂交稻,湖南泰邦农业科技股份有限公司等,湘审稻20190058,湘审稻,20190058,03A,湖南泰邦农业科技股份有限公司
湖南,奥两优200,奥龙1S×奥R200,籼型两系杂交稻,湖南怀化奥谱隆作物育种工程研究所,湘审稻2011039,湘审稻,2011039,奥龙1S,湖南怀化奥谱隆作物育种工程研究所
湖南,亘两优2857,亘S×R2857,籼型两系杂交稻,湖南兴隆种业有限公司,湘审稻20220017,湘审稻,20220017,亘S,湖南兴隆种业有限公司
湖南,贺优1号,贺50A×怀恢210,籼型三系杂交稻,怀化市农业科学研究所等,湘审稻2011018,湘审稻,2011018,贺50A,怀化市农业科学研究所
湖南,祺两优4832,祺S×R4832,籼型两系杂交稻,湖南兴隆种业有限公司等,湘审稻20230007,湘审稻,20230007,祺S,湖南兴隆种业有限公司
湖南,冠两优1466,冠S×R1466,籼型两系杂交稻,湖南兴隆种业有限公司等,湘审稻20230006,湘审稻,20230006,冠S,湖南兴隆种业有限公司
湖南,陵两优1309,湘陵628S×R1309,籼型两系杂交稻,湖南佳和种业股份有限公司等,湘审稻20200044,湘审稻,20200044,湘陵628S,湖南佳和种业股份有限公司
湖南,炫两优2646,华炫302S×华恢2646,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20216006,湘审稻,20216006,华炫302S,袁隆平农业高科技股份有限公司
湖南,早丰优华占,早丰A×华占,籼型三系杂交稻,中国水稻研究所等,湘审稻2014015,湘审稻,2014015,早丰A,中国水稻研究所
湖南,鹏优5627,鹏A×R5627,籼型三系杂交稻,广东和丰种业科技有限公司,湘审稻20180006,湘审稻,20180006,鹏A,广东和丰种业科技有限公司
湖南,悦两优1273,华悦468S×华恢1273,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200027,湘审稻,20200027,华悦468S,袁隆平农业高科技股份有限公司
湖南,Y两优150,Y58S×华恢150,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻2011017,湘审稻,2011017,Y58S,袁隆平农业高科技股份有限公司
湖南,隆晶优5842,隆晶4302A×华恢5842,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20206032,湘审稻,20206032,隆晶4302A,袁隆平农业高科技股份有限公司
湖南,陵两优1785,H628S×R1785,籼型两系杂交稻,岳阳市金穗作物研究所等,湘审稻20190001,湘审稻,20190001,H628S,岳阳市金穗作物研究所
湖南,峰晟优9113,峰晟A×岳恢9113,籼型三系杂交稻,湖南洞庭高科种业股份有限公司等,湘审稻20190057,湘审稻,20190057,峰晟A,湖南洞庭高科种业股份有限公司
湖南,兴湘优1466,兴湘A×R1466,籼型三系杂交稻,湖南兴隆种业有限公司等,湘审稻20230039,湘审稻,20230039,兴湘A,湖南兴隆种业有限公司
湖南,亘两优6176,亘S×R6176,籼型两系杂交稻,湖南兴隆种业有限公司,湘审稻20220016,湘审稻,20220016,亘S,湖南兴隆种业有限公司
湖南,Y两优1964,Y58S×R1964,籼型两系杂交稻,湖南绿丰种业科技有限公司等,湘审稻20170014,湘审稻,20170014,Y58S,湖南绿丰种业科技有限公司
湖南,晶两优1206,晶4155S×R1206,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20170013,湘审稻,20170013,晶4155S,袁隆平农业高科技股份有限公司
湖南,威优8号,V20A×湘恢8,籼型三系杂交稻,湖南科裕隆种业有限公司,湘审稻2011038,湘审稻,2011038,V20A,湖南科裕隆种业有限公司
湖南,深3优5354,深39A×R5354,籼型三系杂交稻,湖南杂交水稻研究中心,湘审稻20210008,湘审稻,20210008,深39A,湖南杂交水稻研究中心
湖南,佳湘占,美香占2号×R1607,籼型常规稻,湖南佳和种业股份有限公司,湘审稻20220045,湘审稻,20220045,美香占2号,湖南佳和种业股份有限公司
湖南,协优117,协青早A×泸恢17,籼型三系杂交稻,四川省泸州泰丰种业有限公司,湘审稻2009036,湘审稻,2009036,协青早A,四川省泸州泰丰种业有限公司
湖南,浙207,Z9512×K青,籼型常规稻,浙江省农业科学院作物与核技术利用研究所,湘审稻2009001,湘审稻,2009001,Z9512,浙江省农业科学院作物与核技术利用研究所
湖南,源两优736,源511S×R736,籼型两系杂交稻,湖南农业大学等,湘审稻20230005,湘审稻,20230005,源511S,湖南农业大学
湖南,韵两优128,韵2013S×GR128,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200026,湘审稻,20200026,韵2013S,袁隆平农业高科技股份有限公司
湖南,民升优丝占,民升A×丝占,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200025,湘审稻,20200025,民升A,袁隆平农业高科技股份有限公司
湖南,隆晶优4171,隆晶4302A×华恢4171,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200043,湘审稻,20200043,隆晶4302A,袁隆平农业高科技股份有限公司
湖南,隆两优8387,隆科638S×R8387,籼型两系杂交稻,湖南杂交水稻研究中心,湘审稻20170012,湘审稻,20170012,隆科638S,湖南杂交水稻研究中心
湖南,南洲香1号,农香42×象牙香针,籼型常规稻,湖南金色农丰种业有限公司等,湘审稻20243011,湘审稻,20243011,农香42,湖南金色农丰种业有限公司
湖南,泰邦A,金23A×泰邦B,籼型不育系,湖南泰邦农业科技发展有限公司,湘审稻2008055,湘审稻,2008055,金23A,湖南泰邦农业科技发展有限公司
湖南,沁香A,金23A×沁香B,籼型不育系,湖南省岳阳市农业科学研究所等,湘审稻2008054,湘审稻,2008054,金23A,湖南省岳阳市农业科学研究所
湖南,君香A,金23A×君香B,籼型不育系,湖南省岳阳市农业科学研究所等,湘审稻2008053,湘审稻,2008053,金23A,湖南省岳阳市农业科学研究所
湖南,源两优356,源511S×R356,籼型两系杂交稻,垦丰长江种业科技有限公司等,湘审稻20230004,湘审稻,20230004,源511S,垦丰长江种业科技有限公司
湖南,民两优丝苗,民丰520S×五山丝苗,籼型两系杂交稻,怀化职业技术学院等,湘审稻20210007,湘审稻,20210007,民丰520S,怀化职业技术学院
湖南,岳优2115,岳4A×R2115,籼型三系杂交稻,湖南桃花源种业有限责任公司等,湘审稻2014014,湘审稻,2014014,岳4A,湖南桃花源种业有限责任公司
湖南,C两优258,C815S×红米R01,籼型两系杂交稻,湖南省春云农业科技股份有限公司等,湘审稻20180048,湘审稻,20180048,C815S,湖南省春云农业科技股份有限公司
湖南,福两优华占,福228S×华占,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20190056,湘审稻,20190056,福228S,袁隆平农业高科技股份有限公司
湖南,金优6530,金23A×R6530,籼型三系杂交稻,湖南省水稻研究所,湘审稻2011037,湘审稻,2011037,金23A,湖南省水稻研究所
湖南,中青优2号,中青A×CNR2,籼型三系杂交稻,长沙市三华农业科技有限公司,湘审稻2011036,湘审稻,2011036,中青A,长沙市三华农业科技有限公司
湖南,平两优5298,平S×R5298,籼型两系杂交稻,湖南兴隆种业有限公司,湘审稻20220015,湘审稻,20220015,平S,湖南兴隆种业有限公司
湖南,民泰优4876,民泰A×R4876,籼型三系杂交稻,湖南兴隆种业有限公司等,湘审稻20243010,湘审稻,20243010,民泰A,湖南兴隆种业有限公司
湖南,赞两优570,赞6158S×K570,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200024,湘审稻,20200024,赞6158S,袁隆平农业高科技股份有限公司
湖南,吉两优1号,吉1628S×R7952,籼型两系杂交稻,湖南恒大种业高科技有限公司,湘审稻20180005,湘审稻,20180005,吉1628S,湖南恒大种业高科技有限公司
湖南,中籼6410,佳丰占×湘中籼4号,籼型常规稻,湖南省水稻研究所等,湘审稻20220044,湘审稻,20220044,佳丰占,湖南省水稻研究所
湖南,湘优6号,湘菲A×R166,籼型三系杂交稻,湖南荆楚种业科技有限公司,湘审稻2011016,湘审稻,2011016,湘菲A,湖南荆楚种业科技有限公司
湖南,臻两优钰占,隆臻36S×钰占,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20216005,湘审稻,20216005,隆臻36S,袁隆平农业高科技股份有限公司
湖南,圳优7号,圳A×α-7,籼型三系杂交稻,湖南杂交水稻研究中心,湘审稻2011035,湘审稻,2011035,圳A,湖南杂交水稻研究中心
湖南,冈优140,冈46A×天龙恢140,籼型三系杂交稻,四川省绵阳市天龙水稻研究所等,湘审稻2009035,湘审稻,2009035,冈46A,四川省绵阳市天龙水稻研究所
湖南,五优369,五丰A×R369,籼型三系杂交稻,湖南泰邦农业科技股份有限公司等,湘审稻2014013,湘审稻,2014013,五丰A,湖南泰邦农业科技股份有限公司
湖南,彩慧籼糯,湘晚糯1号×R8,籼型常规稻,湖南五彩农业科技发展有限公司,湘审稻20180047,湘审稻,20180047,湘晚糯1号,湖南五彩农业科技发展有限公司
湖南,泰丰优2213,泰丰A×广恢2213,籼型三系杂交稻,广东省农业科学院水稻研究所,湘审稻20190055,湘审稻,20190055,泰丰A,广东省农业科学院水稻研究所
湖南,泓两优7484,泓92S×R7484,籼型两系杂交稻,湖南兴隆种业有限公司,湘审稻20220014,湘审稻,20220014,泓92S,湖南兴隆种业有限公司
湖南,凤两优464,凤S×XC464,籼型两系杂交稻,湖南洞庭高科种业股份有限公司等,湘审稻20170011,湘审稻,20170011,凤S,湖南洞庭高科种业股份有限公司
湖南,隆晶优3135,隆晶4302A×华恢3135,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20206031,湘审稻,20206031,隆晶4302A,袁隆平农业高科技股份有限公司
湖南,润香优1466,润香A×R1466,籼型三系杂交稻,广西恒茂农业科技有限公司等,湘审稻20230038,湘审稻,20230038,润香A,广西恒茂农业科技有限公司
湖南,韵两优象牙香珍,韵2013S×象牙香珍,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200023,湘审稻,20200023,韵2013S,袁隆平农业高科技股份有限公司
湖南,杨明A,金23A×杨明B,籼型不育系,张家界市瑞安水稻研究所,湘审稻2008052,湘审稻,2008052,金23A,张家界市瑞安水稻研究所
湖南,绿银占,黄银占×丰粤占,籼型常规稻,深圳隆平金谷种业有限公司,湘审稻20180004,湘审稻,20180004,黄银占,深圳隆平金谷种业有限公司
湖南,锦两优1988,锦4128S×R1988,籼型两系杂交稻,湖南隆平高科种业科学研究院有限公司等,湘审稻20180003,湘审稻,20180003,锦4128S,湖南隆平高科种业科学研究院有限公司
湖南,五优3636,五丰A×P36,籼型三系杂交稻,湖南恒德种业科技有限公司等,湘审稻20200042,湘审稻,20200042,五丰A,湖南恒德种业科技有限公司
湖南,爽两优丰籼占,爽1S×丰籼占,籼型两系杂交稻,湖南杂交水稻研究中心,湘审稻20210006,湘审稻,20210006,爽1S,湖南杂交水稻研究中心
湖南,莉晶优1466,莉晶A×R1466,籼型三系杂交稻,湖南兴隆种业有限公司等,湘审稻20230037,湘审稻,20230037,莉晶A,湖南兴隆种业有限公司
湖南,裕两优113,华湘3S×R113,籼型两系杂交稻,湖南常德丰裕种子有限公司,湘审稻20230003,湘审稻,20230003,华湘3S,湖南常德丰裕种子有限公司
湖南,T优1655,T98A×盛恢1655,籼型三系杂交稻,湖南天盛生物科技有限公司等,湘审稻2011015,湘审稻,2011015,T98A,湖南天盛生物科技有限公司
湖南,C两优018,C815S×R018,籼型两系杂交稻,湖南洞庭高科种业股份有限公司等,湘审稻2014012,湘审稻,2014012,C815S,湖南洞庭高科种业股份有限公司
湖南,潇香优1466,潇香A×R1466,籼型三系杂交稻,湖南兴隆种业有限公司,湘审稻20243009,湘审稻,20243009,潇香A,湖南兴隆种业有限公司
湖南,五丰优569,五丰A×G569,籼型三系杂交稻,贵州省水稻研究所等,湘审稻2011034,湘审稻,2011034,五丰A,贵州省水稻研究所
湖南,深优9591,深95A×R191,籼型三系杂交稻,湖南金健种业科技有限公司等,湘审稻20190054,湘审稻,20190054,深95A,湖南金健种业科技有限公司
湖南,妙两优1221,妙S×R1221,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20206030,湘审稻,20206030,妙S,袁隆平农业高科技股份有限公司
湖南,泰两优1528,泰1S×R136,籼型两系杂交稻,湖南兴亚种业科技有限公司等,湘审稻20180002,湘审稻,20180002,泰1S,湖南兴亚种业科技有限公司
湖南,恒丰优778,恒丰A×粤恢778,籼型三系杂交稻,广东粤良种业有限公司,湘审稻20180001,湘审稻,20180001,恒丰A,广东粤良种业有限公司
湖南,创两优608,创5S×R608,籼型两系杂交稻,湖南隆平种业有限公司等,湘审稻20170038,湘审稻,20170038,创5S,湖南隆平种业有限公司
湖南,星两优98,星丰S×P318,籼型两系杂交稻,湖南年丰种业科技有限公司等,湘审稻20243008,湘审稻,20243008,星丰S,湖南年丰种业科技有限公司
湖南,福两优366,SE21S×R366,籼型两系杂交稻,福建省农业科学院福州国家水稻改良分中心等,湘审稻20170010,湘审稻,20170010,SE21S,福建省农业科学院福州国家水稻改良分中心
湖南,剑1A,威20A×剑1B,籼型不育系,湖南杂交水稻研究中心,湘审稻2008051,湘审稻,2008051,威20A,湖南杂交水稻研究中心
湖南,湘早籼43号,湘早籼21号×玉米,籼型常规稻,湖南省水稻研究所,湘审稻2006002,湘审稻,2006002,湘早籼21号,湖南省水稻研究所
湖南,H优636,H28A×63036,籼型三系杂交稻,湖南农业大学等,湘审稻2011033,湘审稻,2011033,H28A,湖南农业大学
湖南,隆优2129,隆香634A×华恢2129,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200041,湘审稻,20200041,隆香634A,袁隆平农业高科技股份有限公司
湖南,韵两优隆王丝苗,韵2013S×隆王丝苗,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200022,湘审稻,20200022,韵2013S,袁隆平农业高科技股份有限公司
湖南,广两优8号,广8S×R8,籼型两系杂交稻,湖南大唐种业有限公司,湘审稻2009034,湘审稻,2009034,广8S,湖南大唐种业有限公司
湖南,隆晶优1212,隆晶4302A×R1212,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20170037,湘审稻,20170037,隆晶4302A,袁隆平农业高科技股份有限公司
湖南,景观紫2号,湘晚籼12号×紫叶指示稻,籼型常规稻,湖南省水稻研究所,湘审稻20180046,湘审稻,20180046,湘晚籼12号,湖南省水稻研究所
湖南,科两优529,科S×湘恢529,籼型两系杂交稻,湖南科裕隆种业有限公司,湘审稻2014011,湘审稻,2014011,科S,湖南科裕隆种业有限公司
湖南,民香优4876,民香A×R4876,籼型三系杂交稻,湖南兴隆种业有限公司等,湘审稻20230036,湘审稻,20230036,民香A,湖南兴隆种业有限公司
湖南,T两优131,T764S×R131,籼型两系杂交稻,湖南农业大学,湘审稻20200040,湘审稻,20200040,T764S,湖南农业大学
湖南,隆两优301,隆科638S×华恢301,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20170009,湘审稻,20170009,隆科638S,袁隆平农业高科技股份有限公司
湖南,泓两优7228,泓92S×R7228,籼型两系杂交稻,湖南兴隆种业有限公司,湘审稻20220013,湘审稻,20220013,泓92S,湖南兴隆种业有限公司
湖南,臻两优农占,隆臻36S×农占,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20216004,湘审稻,20216004,隆臻36S,袁隆平农业高科技股份有限公司
湖南,湘早籼42号,冯9×丰优早11号,籼型常规稻,湖南省水稻研究所等,湘审稻2006001,湘审稻,2006001,冯9,湖南省水稻研究所
湖南,安农标810S,810S,籼型不育系,怀化职业技术学院,湘审稻2008050,湘审稻,2008050,810S,怀化职业技术学院
湖南,华湘油糯,湘晚籼13号×湘晚糯1号,籼型常规稻,湖南粮安科技股份有限公司,湘审稻20220043,湘审稻,20220043,湘晚籼13号,湖南粮安科技股份有限公司
湖南,科香优56,科香A×湘恢56,籼型三系杂交稻,湖南科裕隆种业有限公司,湘审稻2011032,湘审稻,2011032,科香A,湖南科裕隆种业有限公司
湖南,坤两优丰占,坤4-6S×丰占,籼型两系杂交稻,袁氏种业高科技有限公司,湘审稻20230035,湘审稻,20230035,坤4-6S,袁氏种业高科技有限公司
湖南,松雅530,湘早籼45号×农香24,籼型常规稻,湖南省水稻研究所等,湘审稻20230034,湘审稻,20230034,湘早籼45号,湖南省水稻研究所
湖南,旷两优3430,旷4-7S×R3430,籼型两系杂交稻,袁氏种业高科技有限公司,湘审稻20220012,湘审稻,20220012,旷4-7S,袁氏种业高科技有限公司
湖南,湘陵628S,SV14S×ZR02,籼型不育系,湖南亚华种业科学研究院,湘审稻2008049,湘审稻,2008049,SV14S,湖南亚华种业科学研究院
湖南,中种优448,中种1A×成恢448,籼型三系杂交稻,株洲市唐氏种业水稻科学研究所等,湘审稻2008048,湘审稻,2008048,中种1A,株洲市唐氏种业水稻科学研究所
湖南,湘早籼7号,81-280×HA79317-4,籼型常规稻,怀化市农业科学研究所,湘品审第55号,湘审稻,55,81-280,怀化市农业科学研究所
湖南,玖两优169,33S×R169,籼型两系杂交稻,湖南杂交水稻研究中心等,湘审稻20220011,湘审稻,20220011,33S,湖南杂交水稻研究中心
湖南,Q优1127,Q1A×华恢1127,籼型三系杂交稻,湖南六三种业有限公司等,湘审稻2011014,湘审稻,2011014,Q1A,湖南六三种业有限公司
湖南,泰优959,泰丰A×R959,籼型三系杂交稻,长沙利诚种业有限公司等,湘审稻20180045,湘审稻,20180045,泰丰A,长沙利诚种业有限公司
湖南,福两优534,福228S×R534,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20190053,湘审稻,20190053,福228S,袁隆平农业高科技股份有限公司
湖南,创两优5198,创5S×R5198,籼型两系杂交稻,永州市农业科学研究所等,湘审稻20230002,湘审稻,20230002,创5S,永州市农业科学研究所
湖南,深优9586,深95A×R8086,籼型三系杂交稻,清华大学深圳研究生院,湘审稻2011031,湘审稻,2011031,深95A,清华大学深圳研究生院
湖南,隆科丝苗14号,黄广油占/////谷梅4号/中鉴17//华恢4号///金山软...,籼型常规稻,袁隆平农业高科技股份有限公司等,湘审稻20206029,湘审稻,20206029,黄广油占/////谷梅4号/中鉴17//华恢4号///金山软...,袁隆平农业高科技股份有限公司
湖南,甬优8802,甬粳88A×F19,籼粳交三系杂交稻,宁波种业股份有限公司等,湘审稻20220042,湘审稻,20220042,甬粳88A,宁波种业股份有限公司
湖南,资优299,资100A×湘恢299,籼型三系杂交稻,湖南杂交水稻研究中心,湘审稻2008047,湘审稻,2008047,资100A,湖南杂交水稻研究中心
湖南,蓝两优1314,蓝9S×R1314,籼型两系杂交稻,岳阳市金穗作物研究所等,湘审稻20220010,湘审稻,20220010,蓝9S,岳阳市金穗作物研究所
湖南,盛泰优9712,盛泰A×岳恢9712,籼型三系杂交稻,湖南洞庭高科种业股份有限公司等,湘审稻2011030,湘审稻,2011030,盛泰A,湖南洞庭高科种业股份有限公司
湖南,新香优9113,新香A×岳恢9113,籼型三系杂交稻,湖南省岳阳市农业科学研究所等,湘审稻2008046,湘审稻,2008046,新香A,湖南省岳阳市农业科学研究所
湖南,Z9S,香125S,籼型不育系,湖南省郴州市农业科学研究所,湘审稻2005045,湘审稻,2005045,香125S,湖南省郴州市农业科学研究所
湖南,扬泰优6663,扬泰A×广恢6663,籼型三系杂交稻,湖南优至种业有限公司等,湘审稻20230033,湘审稻,20230033,扬泰A,湖南优至种业有限公司
湖南,华两优89,H155S×华89,籼型两系杂交稻,湖南亚华种业科学研究院,湘审稻2005012,湘审稻,2005012,H155S,湖南亚华种业科学研究院
湖南,盛两优358,盛1618S×R358,籼型两系杂交稻,湖南杂交水稻研究中心,湘审稻20220009,湘审稻,20220009,盛1618S,湖南杂交水稻研究中心
湖南,两优168,丰39S×R168,籼型两系杂交稻,合肥丰乐种业股份有限公司,湘审稻2009033,湘审稻,2009033,丰39S,合肥丰乐种业股份有限公司
湖南,鑫优9113,鑫A×岳恢9113,籼型三系杂交稻,湖南洞庭种业高科股份有限公司等,湘审稻2011029,湘审稻,2011029,鑫A,湖南洞庭种业高科股份有限公司
湖南,两优147,Y58S×PJK147,籼型两系杂交稻,湖南神州星锐种业科技有限公司,湘审稻20220041,湘审稻,20220041,Y58S,湖南神州星锐种业科技有限公司
湖南,悦两优3189,华悦468S×R3189,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20200021,湘审稻,20200021,华悦468S,袁隆平农业高科技股份有限公司
湖南,隆两优6018,隆科638S×华恢6018,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20216003,湘审稻,20216003,隆科638S,袁隆平农业高科技股份有限公司
湖南,星两优1000,星丰S×P1000,籼型两系杂交稻,湖南年丰种业科技有限公司等,湘审稻20243007,湘审稻,20243007,星丰S,湖南年丰种业科技有限公司
湖南,香禾优1482,香禾A×广恢1482,籼型三系杂交稻,湖南优至种业有限公司等,湘审稻20230032,湘审稻,20230032,香禾A,湖南优至种业有限公司
湖南,泰优祥占,泰丰A×祥占,籼型三系杂交稻,湖南优至种业有限公司等,湘审稻20190052,湘审稻,20190052,泰丰A,湖南优至种业有限公司
湖南,深和两优332,深和S×R332,籼型两系杂交稻,湖南杂交水稻研究中心,湘审稻20210005,湘审稻,20210005,深和S,湖南杂交水稻研究中心
湖南,创两优2815,创5S×R2815,籼型两系杂交稻,湖南杂交水稻研究中心等,湘审稻20220008,湘审稻,20220008,创5S,湖南杂交水稻研究中心
