省份,品种名称,亲本来源,类型,原产地,审定编号,审定方,审定序号,母本,审定公司
湖北,E两优287,EK2S×R87,籼型两系杂交稻,湖北汇楚智生物科技有限公司等,鄂审稻20220004,鄂审稻,20220004,EK2S,湖北汇楚智生物科技有限公司
湖北,全优5138,全丰A×福恢5138,籼型三系杂交稻,福建省农业科学院水稻研究所,鄂审稻2010028,鄂审稻,2010028,全丰A,福建省农业科学院水稻研究所
湖北,红糯优77,红糯1A×福糯1号,籼型三系杂交稻,湖北中香农业科技股份有限公司等,鄂审稻20243007,鄂审稻,20243007,红糯1A,湖北中香农业科技股份有限公司
湖南,湘早籼10号,湘早籼3号,籼型常规稻,湖南省水稻研究所,湘品审第70号,湘审稻,70,湘早籼3号,湖南省水稻研究所
湖北,两优金丝,EK8S×汇金丝,籼型两系杂交稻,湖北汇楚智生物科技有限公司等,鄂审稻20230047,鄂审稻,20230047,EK8S,湖北汇楚智生物科技有限公司
湖南,陆两优611,陆18S×华611,籼型两系杂交稻,湖南亚华种业科学研究院,湘审稻2006007,湘审稻,2006007,陆18S,湖南亚华种业科学研究院
湖南,甬优6756,甬粳67A×F156,籼型三系杂交稻,宁波种业股份有限公司,湘审稻20230062,湘审稻,20230062,甬粳67A,宁波种业股份有限公司
湖南,新香优80,新香A×R80,籼型三系杂交稻,湖南农业大学水稻研究所,湘品审第201号,湘审稻,201,新香A,湖南农业大学水稻研究所
湖北,两优培九,培矮64S×93-11,籼型两系杂交稻,江苏省农业科学院粮食作物研究所等,鄂审稻006-2001,鄂审稻,006-2001,培矮64S,江苏省农业科学院粮食作物研究所
河南,冈优1237,冈46A×绵恢1237,籼型三系杂交稻,四川国豪种业有限公司等,豫审稻2009007,豫审稻,2009007,冈46A,四川国豪种业有限公司
河南,新丰12,新丰7号×苏秀9号,粳型常规稻,河南丰源种子有限公司,豫审稻20220004,豫审稻,20220004,新丰7号,河南丰源种子有限公司
湖南,金优163,金23A×R6-163,籼型三系杂交稻,湖南泰邦农业科技发展有限公司,湘审稻2007052,湘审稻,2007052,金23A,湖南泰邦农业科技发展有限公司
湖南,华煜4127S,株1S/R9311×R9311,籼型不育系,湖南亚华种业科学研究院等,湘审稻2015046,湘审稻,2015046,株1S/R9311,湖南亚华种业科学研究院
河南,新粮310,获稻008×新粮501,粳型常规稻,河南大学等,豫审稻20190009,豫审稻,20190009,获稻008,河南大学
湖北,N55s,N5088s×R2000,粳型不育系,湖北省农业科学院粮食作物研究所,鄂审稻2016032,鄂审稻,2016032,N5088s,湖北省农业科学院粮食作物研究所
湖北,襄优5327,襄313A×R5327,籼型三系杂交稻,襄阳市农业科学院等,鄂审稻2019021,鄂审稻,2019021,襄313A,襄阳市农业科学院
河南,两优8901,1892S×RH01,籼型两系杂交稻,安徽省创富种业有限公司等,豫审稻2013007,豫审稻,2013007,1892S,安徽省创富种业有限公司
湖北,领优华占,领A×华占,籼型三系杂交稻,湖南隆平种业有限公司等,鄂审稻20200018,鄂审稻,20200018,领A,湖南隆平种业有限公司
湖北,广8优粤禾丝苗,广8A×粤禾丝苗,籼型三系杂交稻,广东省农业科学院水稻研究所等,鄂审稻20200017,鄂审稻,20200017,广8A,广东省农业科学院水稻研究所
湖北,荃优425,荃9311A×R425,籼型三系杂交稻,湖北鄂科华泰种业股份有限公司等,鄂审稻20200016,鄂审稻,20200016,荃9311A,湖北鄂科华泰种业股份有限公司
湖北,荃优303,荃9311A×R303,籼型三系杂交稻,湖北省种子集团有限公司等,鄂审稻20200015,鄂审稻,20200015,荃9311A,湖北省种子集团有限公司
湖南,T91S,Y58S×1103S,籼型不育系,湖南师范大学生命科学学院,湘审稻2014024,湘审稻,2014024,Y58S,湖南师范大学生命科学学院
湖北,E两优242,EK2S×R42,籼型两系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻20220003,鄂审稻,20220003,EK2S,湖北省农业科学院粮食作物研究所
河南,丰优香占,粤丰A×R6547,籼型三系杂交稻,江苏里下河地区农业科学研究所等,豫审稻2004004,豫审稻,2004004,粤丰A,江苏里下河地区农业科学研究所
湖北,两优全赢丝苗,银312S×全赢丝苗,籼型两系杂交稻,湖北荃银高科种业有限公司等,鄂审稻20210056,鄂审稻,20210056,银312S,湖北荃银高科种业有限公司
湖南,粘两优28,粘S×YR28,籼型两系杂交稻,湖南永益农业科技发展有限公司等,湘审稻2015045,湘审稻,2015045,粘S,湖南永益农业科技发展有限公司
湖南,晶优丽斯,晶玉A×丽斯,籼型三系杂交稻,湖南永益农业科技发展有限公司等,湘审稻20230061,湘审稻,20230061,晶玉A,湖南永益农业科技发展有限公司
湖北,七?百谷,HR107×百谷8号,籼型常规稻,恩施土家族苗族自治州农业科学院,鄂审稻20241027,鄂审稻,20241027,HR107,恩施土家族苗族自治州农业科学院
湖北,珞红5A,珞红3A×珞红5B,籼型不育系,武汉大学等,鄂审稻20230077,鄂审稻,20230077,珞红3A,武汉大学
湖南,健优8号,健645A×常恢117选,籼型三系杂交稻,湖南金健种业有限责任公司等,湘审稻2007051,湘审稻,2007051,健645A,湖南金健种业有限责任公司
河南,五粳04136,豫粳6号×镇稻88,粳型常规稻,新乡市新粮水稻研究所,豫审稻2012002,豫审稻,2012002,豫粳6号,新乡市新粮水稻研究所
湖南,威优56,威20A×R56,籼型三系杂交稻,湖南农业大学,湘品审第200号,湘审稻,200,威20A,湖南农业大学
湖南,伍两优0243,晶4155S×华恢0243,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20236008,湘审稻,20236008,晶4155S,袁隆平农业高科技股份有限公司
河南,新香粳1号,新科稻35×盐丰47,粳型常规稻,河南省新乡市农业科学院,豫审稻20220003,豫审稻,20220003,新科稻35,河南省新乡市农业科学院
河南,苑丰818,新丰0621×远稻3217,粳型常规稻,新乡市远缘分子育种工程技术研究中心,豫审稻20220002,豫审稻,20220002,新丰0621,新乡市远缘分子育种工程技术研究中心
湖北,华丰62,粤禾丝苗×万家香2号,籼型常规稻,湖北华之夏种子有限责任公司等,鄂审稻20230046,鄂审稻,20230046,粤禾丝苗,湖北华之夏种子有限责任公司
湖北,荃优133,荃9311A×R133,籼型三系杂交稻,华控种业科创服务（武汉）有限公司等,鄂审稻20200014,鄂审稻,20200014,荃9311A,华控种业科创服务（武汉）有限公司
湖南,晶4155S,湘陵628S×Y58S,籼型不育系,湖南亚华种业科学研究院,湘审稻2014023,湘审稻,2014023,湘陵628S,湖南亚华种业科学研究院
湖北,荃优锦禾,荃9311A×锦禾,籼型三系杂交稻,北京金色农华种业科技股份有限公司等,鄂审稻20200013,鄂审稻,20200013,荃9311A,北京金色农华种业科技股份有限公司
湖北,荃优068,荃9311A×R068,籼型三系杂交稻,湖北智荆高新种业科技有限公司等,鄂审稻20210055,鄂审稻,20210055,荃9311A,湖北智荆高新种业科技有限公司
河南,新稻22,镇稻99×01D41LB88,粳型常规稻,新乡市农业科学院,豫审稻2012001,豫审稻,2012001,镇稻99,新乡市农业科学院
湖北,中9优恩66,中9A×恩恢66,籼型三系杂交稻,恩施土家族苗族自治州农业科学院,鄂审稻2013013,鄂审稻,2013013,中9A,恩施土家族苗族自治州农业科学院
湖北,扬稻6号,扬稻4号×盐3021,籼型常规稻,江苏里下河地区农业科学研究所,鄂审稻005-2001,鄂审稻,005-2001,扬稻4号,江苏里下河地区农业科学研究所
湖南,荣优华占,荣丰A×华占,籼型三系杂交稻,广东省农业科学院水稻研究所等,湘审稻2015044,湘审稻,2015044,荣丰A,广东省农业科学院水稻研究所
湖南,76优312,76-27A×培C312,粳型三系杂交稻,湖南杂交水稻研究中心,湘品审第61号,湘审稻,61,76-27A,湖南杂交水稻研究中心
湖北,荃优412,荃9311A×R412,籼型三系杂交稻,湖北省种子集团有限公司等,鄂审稻2019020,鄂审稻,2019020,荃9311A,湖北省种子集团有限公司
湖南,E68A,T98A×T98B/常菲22B,籼型不育系,湖南胜必达种业研究所,湘审稻2012030,湘审稻,2012030,T98A,湖南胜必达种业研究所
湖南,隆科638S,湘陵628S×C815S,籼型不育系,湖南亚华种业科学研究院,湘审稻2014022,湘审稻,2014022,湘陵628S,湖南亚华种业科学研究院
湖北,28507S,广占63-4S×明恢63/黄华占,籼型不育系,武汉佳禾生物科技有限责任公司,鄂审稻20230076,鄂审稻,20230076,广占63-4S,武汉佳禾生物科技有限责任公司
湖南,湘华优7号,华37A×华恢7号,籼型三系杂交稻,湖南亚华种业科学研究院,湘审稻2006039,湘审稻,2006039,华37A,湖南亚华种业科学研究院
湖北,天源903S,HD9802S×华201S,籼型不育系,武汉武大天源生物科技股份有限公司,鄂审稻2016031,鄂审稻,2016031,HD9802S,武汉武大天源生物科技股份有限公司
湖南,岳优9264,岳4A×W264,籼型三系杂交稻,岳阳市农业科学研究所等,湘审稻2009048,湘审稻,2009048,岳4A,岳阳市农业科学研究所
湖北,绿优1号,绿三A×绿稻24,籼型三系杂交稻,安徽省农业科学院绿色食品工程研究所,鄂审稻2005007,鄂审稻,2005007,绿三A,安徽省农业科学院绿色食品工程研究所
湖南,株两优706,株1S×R706,籼型两系杂交稻,湖南隆平高科农平种业有限公司,湘审稻2006006,湘审稻,2006006,株1S,湖南隆平高科农平种业有限公司
河南,新旱1号,IAPAR9,粳型常规稻,新蔡县俊山种业公司,豫审稻2011005,豫审稻,2011005,IAPAR9,新蔡县俊山种业公司
河南,郑稻C42,阳光香稻×江苏糯稻,粳型常规稻,河南省农业科学院粮食作物研究所,豫审稻20220001,豫审稻,20220001,阳光香稻,河南省农业科学院粮食作物研究所
湖南,湘中籼4号,91491×铁三矮2号,籼型常规稻,湘西自治州农业科学研究所,湘品审第267号,湘审稻,267,91491,湘西自治州农业科学研究所
湖北,G189S,HD9802S,籼型不育系,湖北华泓种业科技有限公司,鄂审稻20230075,鄂审稻,20230075,HD9802S,湖北华泓种业科技有限公司
湖北,宜香优208,宜香1A×HR208,籼型三系杂交稻,湖北清江种业有限责任公司,鄂审稻2010027,鄂审稻,2010027,宜香1A,湖北清江种业有限责任公司
湖南,五优华占,五丰A×华占,籼型三系杂交稻,广东省农业科学院水稻研究所等,湘审稻2014021,湘审稻,2014021,五丰A,广东省农业科学院水稻研究所
河南,Ⅱ优688,Ⅱ-32A×信恢688,籼型三系杂交稻,信阳市农业科学研究所,豫审稻2009006,豫审稻,2009006,Ⅱ-32A,信阳市农业科学研究所
河南,豫农粳12,镇稻88×方欣4号,粳型常规稻,河南农业大学,豫审稻20190008,豫审稻,20190008,镇稻88,河南农业大学
河南,3优18,津3A×C418,粳型三系杂交稻,天津市水稻研究所,豫审稻2004003,豫审稻,2004003,津3A,天津市水稻研究所
湖北,福两优兴占,福兴16S×兴占,籼型两系杂交稻,湖北垄上缘种业科技有限公司等,鄂审稻20243006,鄂审稻,20243006,福兴16S,湖北垄上缘种业科技有限公司
湖北,五优蒂占,五丰A×蒂占,籼型三系杂交稻,袁隆平农业高科技股份有限公司等,鄂审稻20241026,鄂审稻,20241026,五丰A,袁隆平农业高科技股份有限公司
湖南,株两优30,株1S×潭早30,籼型两系杂交稻,湘潭市农业科学研究所,湘审稻2006005,湘审稻,2006005,株1S,湘潭市农业科学研究所
湖北,C两优361,C815S×R361,籼型两系杂交稻,湖北农华生物科技有限公司等,鄂审稻20220002,鄂审稻,20220002,C815S,湖北农华生物科技有限公司
湖南,金优402,金23A×R402,籼型三系杂交稻,湖南省安江农业学校等,湘品审第199号,湘审稻,199,金23A,湖南省安江农业学校
湖北,青华油丝,粤禾丝苗×丰美占,籼型常规稻,湖北华之夏种子有限责任公司等,鄂审稻20230045,鄂审稻,20230045,粤禾丝苗,湖北华之夏种子有限责任公司
湖南,庆源优696,庆源A×利恢696,籼型三系杂交稻,长沙利诚种业有限公司等,湘审稻20230060,湘审稻,20230060,庆源A,长沙利诚种业有限公司
湖南,晚籼紫宝,晚205×97紫,籼型常规稻,湖南省水稻研究所,湘审稻2014020,湘审稻,2014020,晚205,湖南省水稻研究所
河南,裕早粳1号,日本晴/连粳3号×镇稻99,粳型常规稻,河南正艺达种业有限公司等,豫审稻20210011,豫审稻,20210011,日本晴/连粳3号,河南正艺达种业有限公司
河南,广两优香66,广占63-4S×香恢66,籼型两系杂交稻,湖北省农业技术推广总站等,豫审稻2011004,豫审稻,2011004,广占63-4S,湖北省农业技术推广总站
湖南,湘早籼9号,红突5号,籼型常规稻,湖南省郴州地区农业科学研究所,湘品审第60号,湘审稻,60,红突5号,湖南省郴州地区农业科学研究所
湖南,星优1号,星城A×先恢207,籼型三系杂交稻,湖南省水稻研究所,湘审稻2009047,湘审稻,2009047,星城A,湖南省水稻研究所
湖南,盛093A,中9A×盛093B,籼型不育系,湖南恒德种业科技有限公司,湘审稻2012029,湘审稻,2012029,中9A,湖南恒德种业科技有限公司
河南,慧粳1号,苏秀10号×新丰2号,粳型常规稻,不详,豫审稻20210010,豫审稻,20210010,苏秀10号,不详
湖南,誉两优5524,华誉568S×华恢5524,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,湘审稻20236007,湘审稻,20236007,华誉568S,袁隆平农业高科技股份有限公司
湖北,隆两优3206,隆科638S×AC3206,籼型两系杂交稻,湖南隆平种业有限公司等,鄂审稻2018010,鄂审稻,2018010,隆科638S,湖南隆平种业有限公司
湖北,巨风优650,巨风2A×R650,籼型三系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻2019019,鄂审稻,2019019,巨风2A,湖北省农业科学院粮食作物研究所
湖北,E两优98,E农10S×恢98,籼型两系杂交稻,武汉市农业科学院等,鄂审稻20243005,鄂审稻,20243005,E农10S,武汉市农业科学院
湖北,中9优168,中9A×冈恢168,籼型三系杂交稻,黄冈市农业科学院,鄂审稻2013012,鄂审稻,2013012,中9A,黄冈市农业科学院
湖北,望两优华占,望S×华占,籼型两系杂交稻,湖南希望种业科技股份有限公司等,鄂审稻2018009,鄂审稻,2018009,望S,湖南希望种业科技股份有限公司
湖南,八两优96,810S×怀96-1,籼型两系杂交稻,怀化市农业科学研究所,湘品审第266号,湘审稻,266,810S,怀化市农业科学研究所
湖北,绵5优838,绵5A×辐恢838,籼型三系杂交稻,绵阳市农业科学研究所,鄂审稻2005006,鄂审稻,2005006,绵5A,绵阳市农业科学研究所
湖北,天龙S,Y58S/IR79156×R109,籼型不育系,四川西科种业股份有限公司天龙水稻研究所,鄂审稻2016030,鄂审稻,2016030,Y58S/IR79156,四川西科种业股份有限公司天龙水稻研究所
河南,桂朝2号,桂阳矮49×朝阳早18,籼型常规稻,广东省农业科学院水稻研究所,桂朝2号,桂审稻,2,桂阳矮49,广东省农业科学院水稻研究所
湖南,香糯24,湘早籼24号,籼型常规稻,郴州市农业科学研究所,湘审稻2006004,湘审稻,2006004,湘早籼24号,郴州市农业科学研究所
湖北,7优88,沪旱7A×R88,籼型三系杂交稻,湖北大学,鄂审稻20200012,鄂审稻,20200012,沪旱7A,湖北大学
湖北,悦两优8602,华悦468S×华恢8602,籼型两系杂交稻,湖北惠民农业科技有限公司等,鄂审稻20210054,鄂审稻,20210054,华悦468S,湖北惠民农业科技有限公司
湖北,巨2优70,巨风2A×WP67,籼型三系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻20200011,鄂审稻,20200011,巨风2A,湖北省农业科学院粮食作物研究所
湖南,六福A,金23A×六福B,籼型不育系,湖南奥谱隆种业科技有限公司等,湘审稻2012028,湘审稻,2012028,金23A,湖南奥谱隆种业科技有限公司
湖北,鉴真2号,珍稻,籼型常规稻,湖北省京山县种子公司,鄂审稻004-2001,鄂审稻,004-2001,珍稻,湖北省京山县种子公司
河南,信粳1号,信粳64/宁粳3号×宁粳3号,粳型常规稻,信阳市农业科学院,豫审稻20190007,豫审稻,20190007,信粳64/宁粳3号,信阳市农业科学院
湖北,恩禾优291,恩禾28A×R291,籼型三系杂交稻,恩施禾壮植保科技有限责任公司,鄂审稻2010026,鄂审稻,2010026,恩禾28A,恩施禾壮植保科技有限责任公司
河南,耕耘2号,耕香A×耕恢2号,籼型三系杂交稻,河南固始县种子公司,豫审稻2004002,豫审稻,2004002,耕香A,河南固始县种子公司
湖北,韵两优5187,韵2013S×R5187,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,鄂审稻2019018,鄂审稻,2019018,韵2013S,袁隆平农业高科技股份有限公司
湖北,深两优086,深08S×GS-6,籼型两系杂交稻,湖北谷神科技有限责任公司等,鄂审稻20243004,鄂审稻,20243004,深08S,湖北谷神科技有限责任公司
湖北,鑫优9113,鑫A×岳恢9113,籼型三系杂交稻,湖南洞庭种业高科股份有限公司等,鄂审稻2013011,鄂审稻,2013011,鑫A,湖南洞庭种业高科股份有限公司
湖北,法32S,深08S×1892S,籼型不育系,湖南谷得乐农业科技有限公司等,鄂审稻20230074,鄂审稻,20230074,深08S,湖南谷得乐农业科技有限公司
湖北,深两优1177,深08S×R1177,籼型两系杂交稻,四川隆平高科种业有限公司,鄂审稻2018008,鄂审稻,2018008,深08S,四川隆平高科种业有限公司
湖北,琴两优2871,琴02S×R287-1,籼型两系杂交稻,湖北大学,鄂审稻20220001,鄂审稻,20220001,琴02S,湖北大学
湖南,中优早5号,A345×84-17,籼型常规稻,中国水稻研究所,湘品审第198号,湘审稻,198,A345,中国水稻研究所
河南,冈优458,冈46A×华恢027,籼型三系杂交稻,四川华丰种业有限责任公司,豫审稻2011003,豫审稻,2011003,冈46A,四川华丰种业有限责任公司
湖北,雨两优1699,雨03S×恢1699,籼型两系杂交稻,中垦锦绣华农武汉科技有限公司,鄂审稻20243003,鄂审稻,20243003,雨03S,中垦锦绣华农武汉科技有限公司
湖北,珞优568,珞红4A×恩恢568,籼型三系杂交稻,恩施土家族苗族自治州农业科学院等,鄂审稻20241025,鄂审稻,20241025,珞红4A,恩施土家族苗族自治州农业科学院
湖北,E两优68,EK2S×EW68,籼型两系杂交稻,武汉市农业科学院等,鄂审稻20230044,鄂审稻,20230044,EK2S,武汉市农业科学院
河南,蜀优978,川香29A×华恢007,籼型三系杂交稻,四川华丰种业有限责任公司,豫审稻2009005,豫审稻,2009005,川香29A,四川华丰种业有限责任公司
河南,广两优19,广占63-4S×信丰19,籼型两系杂交稻,信阳市农业科学院,豫审稻20190006,豫审稻,20190006,广占63-4S,信阳市农业科学院
湖北,扬两优6号,广占63-4S×93-11,籼型两系杂交稻,江苏里下河地区农业科学研究所,鄂审稻2005005,鄂审稻,2005005,广占63-4S,江苏里下河地区农业科学研究所
湖南,隆3优华占,隆398A×华占,籼型三系杂交稻,湖南隆平种业有限公司等,湘审稻2015043,湘审稻,2015043,隆398A,湖南隆平种业有限公司
湖南,冈优416,冈46A×R416,籼型三系杂交稻,湖南隆平高科农平种业有限公司,湘审稻2006038,湘审稻,2006038,冈46A,湖南隆平高科农平种业有限公司
湖南,晶优六福,晶玉A×六福,籼型三系杂交稻,湖南永益农业科技发展有限公司等,湘审稻20230059,湘审稻,20230059,晶玉A,湖南永益农业科技发展有限公司
湖南,湘菲优8118,湘菲A×湘恢8118,籼型三系杂交稻,湖南科裕隆种业有限公司,湘审稻2009046,湘审稻,2009046,湘菲A,湖南科裕隆种业有限公司
湖北,创两优宏占,创5S×宏占,籼型两系杂交稻,袁氏种业高科技有限公司,鄂审稻2018007,鄂审稻,2018007,创5S,袁氏种业高科技有限公司
湖北,内6优568,内香6A×恩恢568,籼型三系杂交稻,恩施土家族苗族自治州农业科学院等,鄂审稻20241024,鄂审稻,20241024,内香6A,恩施土家族苗族自治州农业科学院
湖北,华珍115,黄华占×黄华占//黄华占/华3234,籼型常规稻,湖北省种子集团有限公司,鄂审稻20216002,鄂审稻,20216002,黄华占,湖北省种子集团有限公司
河南,焦杂粳1号,焦31A×焦恢2号,粳型三系杂交稻,焦作市农林科学研究院,豫审稻2011002,豫审稻,2011002,焦31A,焦作市农林科学研究院
湖南,鄂荆糯6号,桂朝2号,籼型常规稻,湖北省荆州地区农业科学研究所,湘品审第59号,湘审稻,59,桂朝2号,湖北省荆州地区农业科学研究所
河南,金协优988,协青早A×R988,籼型三系杂交稻,固始金丰种业有限公司,豫审稻2009004,豫审稻,2009004,协青早A,固始金丰种业有限公司
湖南,嘉育21,G96-29×YD95-1,籼型常规稻,嘉兴市农业科学研究院,湘审稻2006003,湘审稻,2006003,G96-29,嘉兴市农业科学研究院
河南,玉粳3,玉稻518×RMIM03,粳型常规稻,濮阳县富科种植专业合作社,豫审稻20210009,豫审稻,20210009,玉稻518,濮阳县富科种植专业合作社
湖北,糯56S,02-6S//02-6S/鄂香1号×鄂荆糯6号,籼型不育系,湖北中香农业科技股份有限公司等,鄂审稻2016029,鄂审稻,2016029,02-6S//02-6S/鄂香1号,湖北中香农业科技股份有限公司
河南,皖稻87,广占63S×93-11,籼型两系杂交稻,合肥丰乐种业股份有限公司,豫审稻2004001,豫审稻,2004001,广占63S,合肥丰乐种业股份有限公司
湖北,魅两优1206,魅051S×R1206,籼型两系杂交稻,荆州农业科学院等,鄂审稻20230043,鄂审稻,20230043,魅051S,荆州农业科学院
河南,金博优3523,金博3A×绵恢523,籼型三系杂交稻,河南金博士种业股份有限公司等,豫审稻20190005,豫审稻,20190005,金博3A,河南金博士种业股份有限公司
河南,C两优33,C815S×E33-1,籼型两系杂交稻,湖南金色农华种业科技有限公司,豫审稻20190004,豫审稻,20190004,C815S,湖南金色农华种业科技有限公司
河南,荃优6号,荃9311A×RC6,籼型三系杂交稻,中国农业科学院作物科学研究所等,豫审稻20190003,豫审稻,20190003,荃9311A,中国农业科学院作物科学研究所
湖北,科优21,湘菲A×湘恢529,籼型三系杂交稻,湖南科裕隆种业有限公司,鄂审稻2010025,鄂审稻,2010025,湘菲A,湖南科裕隆种业有限公司
湖北,两优粤禾丝苗,X54S×粤禾丝苗,籼型两系杂交稻,安徽台沃农业科技有限公司等,鄂审稻20200010,鄂审稻,20200010,X54S,安徽台沃农业科技有限公司
湖南,黔丰103A,岳4A×黔丰103B,籼型不育系,湖南奥谱隆种业科技有限公司等,湘审稻2012027,湘审稻,2012027,岳4A,湖南奥谱隆种业科技有限公司
湖北,糯两优71,香糯7S×香糯1号,籼型两系杂交稻,湖北中香农业科技股份有限公司等,鄂审稻20230012,鄂审稻,20230012,香糯7S,湖北中香农业科技股份有限公司
湖北,鄂粳糯29,鄂晚11号×春江糯/9505,粳型常规稻,湖北中香米业有限责任公司等,鄂审稻2013010,鄂审稻,2013010,鄂晚11号,湖北中香米业有限责任公司
湖北,易S,8109S×043S,籼型不育系,武汉大学,鄂审稻20230073,鄂审稻,20230073,8109S,武汉大学
湖北,金科丝苗1号,新黄占×丰粤占,籼型常规稻,湖北省种子集团有限公司等,鄂审稻20216001,鄂审稻,20216001,新黄占,湖北省种子集团有限公司
河南,新粳优1号,新稻97200A×新恢3号,粳型三系杂交稻,河南省新乡市农业科学院,豫审稻2011001,豫审稻,2011001,新稻97200A,河南省新乡市农业科学院
湖南,湘丰优103,湘丰70A×湘恢103,籼型三系杂交稻,湖南杂交水稻研究中心,湘审稻2009045,湘审稻,2009045,湘丰70A,湖南杂交水稻研究中心
湖北,C两优66,C815S×望恢066,籼型两系杂交稻,湖南希望种业科技股份有限公司等,鄂审稻2019017,鄂审稻,2019017,C815S,湖南希望种业科技股份有限公司
湖北,晶两优1377,晶4155S×R1377,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,鄂审稻2018006,鄂审稻,2018006,晶4155S,袁隆平农业高科技股份有限公司
湖南,湘中籼2号,矮包×双36,籼型常规稻,湖南省水稻研究所,湘品审第58号,湘审稻,58,矮包,湖南省水稻研究所
湖北,楚华珍占,黄华占×黄华占//黄华占/华3234,籼型常规稻,华中农业大学,鄂审稻20220062,鄂审稻,20220062,黄华占,华中农业大学
河南,利两优1号,利S×R111,籼型两系杂交稻,长沙利诚种业有限公司,豫审稻20190002,豫审稻,20190002,利S,长沙利诚种业有限公司
湖北,佳稻2806,吉田优华占,籼型常规稻,武汉佳禾生物科技有限责任公司,鄂审稻20241023,鄂审稻,20241023,吉田优华占,武汉佳禾生物科技有限责任公司
湖北,乐优107,乐丰A×HR107,籼型三系杂交稻,湖北清江种业有限责任公司等,鄂审稻2010024,鄂审稻,2010024,乐丰A,湖北清江种业有限责任公司
湖北,深两优871,深08S×R871,籼型两系杂交稻,袁氏种业高科技有限公司等,鄂审稻2018005,鄂审稻,2018005,深08S,袁氏种业高科技有限公司
湖北,深两优1110,深08S×C1110,籼型两系杂交稻,湖北谷神科技有限责任公司等,鄂审稻2018004,鄂审稻,2018004,深08S,湖北谷神科技有限责任公司
湖北,Q优18,Q3A×R1018,籼型三系杂交稻,重庆中一种业有限公司等,鄂审稻2010023,鄂审稻,2010023,Q3A,重庆中一种业有限公司
湖北,C两优018,C815S×R018,籼型两系杂交稻,湖南洞庭高科种业股份有限公司等,鄂审稻2019016,鄂审稻,2019016,C815S,湖南洞庭高科种业股份有限公司
湖北,荆香A,荆楚818A×荆香B,籼型不育系,湖北荆楚种业科技有限公司,鄂审稻20210101,鄂审稻,20210101,荆楚818A,湖北荆楚种业科技有限公司
湖北,苯两优3113,苯88S×矮3113,籼型两系杂交稻,荆州市田野种业有限公司等,鄂审稻2013009,鄂审稻,2013009,苯88S,荆州市田野种业有限公司
湖南,中83-49,四丰43×竹科2号,籼型常规稻,中国水稻研究所,湘品审第57号,湘审稻,57,四丰43,中国水稻研究所
湖南,湘早籼8号,湘矮早9号,籼型常规稻,湖南农学院,湘品审第56号,湘审稻,56,湘矮早9号,湖南农学院
湖南,隆晶优1号,隆晶4302A×华恢2855,籼型三系杂交稻,湖南亚华种业科学研究院,湘审稻2015042,湘审稻,2015042,隆晶4302A,湖南亚华种业科学研究院
湖南,华盛优湘耘占,华盛A×湘耘占,籼型三系杂交稻,湖南中种金耘水稻育种研究有限公司等,湘审稻20230058,湘审稻,20230058,华盛A,湖南中种金耘水稻育种研究有限公司
湖北,E两优21,EK2S×R171,籼型两系杂交稻,湖北省农业科学院粮食作物研究所等,鄂审稻20210053,鄂审稻,20210053,EK2S,湖北省农业科学院粮食作物研究所
湖南,湘早籼25号,浙733×辐26,籼型常规稻,湖南省湘潭市农业科学研究所,湘品审第197号,湘审稻,197,浙733,湖南省湘潭市农业科学研究所
河南,特优2035,特三矮2号×81020,籼型常规稻,信阳市农业科学研究所,豫审稻2003003,豫审稻,2003003,特三矮2号,信阳市农业科学研究所
